id,addr,catfathername,catname,block,rootid,price_value,date,sq_price_value,area,winloss
1349629,1#/F Room D,Kwai Chung,Kam Wah Building,,3,3050000,20/7/2018,0,,596
1349628,BLOCK 1 4#/F Room B,Tseung Kwan O,Serenity Place,BLOCK 1,3,7880000,20/7/2018,10128.53,778ft<sup>2</sup>,206
1349627,3#/F Room 09,Tsuen Wan,H Cube,,3,6000000,20/7/2018,0,,158
1349626,BLOCK 8 3/F Room A,Yuen Long,Meadowlands,BLOCK 8,3,5330000,20/7/2018,8795.38,606ft<sup>2</sup>,205
1349625,TOWER 5 9/F Room E,Ma On Shan,Bayshore Towers,TOWER 5,3,6000000,20/7/2018,11516.31,521ft<sup>2</sup>,258
1349624,THE WINGS IIIA TOWER 2A 3/F Room E,Tseung Kwan O,The Wings,TOWER 2A,3,7070000,20/7/2018,0,,60
1349623,TOWER 8 3/F Room B,Tsuen Wan,Tsuen King Garden,TOWER 8,3,5500000,20/7/2018,10556.62,521ft<sup>2</sup>,83
1349622,TOWER 11 5#/F Room C,Tseung Kwan O,Park Central,TOWER 11,3,7660000,20/7/2018,14029.3,546ft<sup>2</sup>,89
1349621,1/F Room D,Fan Ling,Cheong Wah Building,,3,3400000,20/7/2018,0,,13
1349620,TOWER M8 1#/F Room B,Yuen Long,Yoho Town,TOWER M8,3,8000000,20/7/2018,12558.87,637ft<sup>2</sup>,87
1349619,BLOCK 6 2#/F Room B,Ma On Shan,Baycrest,BLOCK 6,3,4020000,20/7/2018,5056.6,795ft<sup>2</sup>,48
1349618,SIU CHEONG HOUSEBLOCK L 2/F Room 2,Tuen Mun,Siu Hong Court,SIU CHEONG HOUSEBLOCK L,3,4478000,20/7/2018,8578.54,522ft<sup>2</sup>,180
1349617,NGA HEI HOUSEBLOCK D 3#/F Room 4,Tuen Mun,Siu Hei Court,NGA HEI HOUSEBLOCK D,3,4300000,20/7/2018,8686.87,495ft<sup>2</sup>,
1349616,BLOCK 3 5/F Room C,Sheung Shui,Cheerful Park,BLOCK 3,3,4925000,20/7/2018,10920.18,451ft<sup>2</sup>,425
1349615,BLOCK 1 2#/F Room C,Tung Chung,Tung Chung Crescent,BLOCK 1,170,10980000,20/7/2018,10073.39,1090ft<sup>2</sup>,83
1349614,BLOCK 7 5/F Room A,Tuen Mun Sham Tseng ,Aqua Blue,BLOCK 7,3,11280000,20/7/2018,8909.95,1266ft<sup>2</sup>,200
1349613,TOWER 3 1#/F Room F,Tuen Mun Sham Tseng ,Aegean Coast,TOWER 3,3,8100000,20/7/2018,8307.69,975ft<sup>2</sup>,82
1349612,TOWER 1 3#/F Room F,Tuen Mun,Oceania Heights,TOWER 1,3,6420000,20/7/2018,10405.19,617ft<sup>2</sup>,309
1349611,BLOCK 2 7/F Room G,Yuen Long,Villa Premiere,BLOCK 2,3,5000000,20/7/2018,7462.69,670ft<sup>2</sup>,178
1349610,BLOCK 3 1#/F Room E,Tsuen Wan,Greenview Court,BLOCK 3,3,8000000,20/7/2018,10204.08,784ft<sup>2</sup>,52
1349609,BLOCK 20 1/F Room E,Kwai Chung,Wonderland Villas,BLOCK 20,3,9000000,20/7/2018,9424.08,955ft<sup>2</sup>,73
1349608,CENTRAL HEIGHTS 5#/F Room A,Tseung Kwan O,Park Central,CENTRAL HEIGHTS,3,19400000,20/7/2018,16343.72,1187ft<sup>2</sup>,219
1349607,BLOCK C 4/F Room 1,Tseung Kwan O,Yuk Ming Court,BLOCK C,3,5070000,20/7/2018,5671.14,894ft<sup>2</sup>,321
1349606,BLOCK 3 8/F Room C,Tseung Kwan O,Verbena Heights,BLOCK 3,3,5050000,20/7/2018,0,,236
1349605,THE WINGS TOWER 7 3#/F Room C,Tseung Kwan O,The Wings,TOWER 7,3,15600000,20/7/2018,16993.46,918ft<sup>2</sup>,61
1349604,BLOCK 8 2#/F Room E,Tsuen Wan,City Point,BLOCK 8,3,8000000,20/7/2018,0,,39
1349603,TOWER 2A 1#/F Room B,Tseung Kwan O,The Parkside,TOWER 2A,3,7600000,20/7/2018,0,,48
1349602,BLOCK B1 6/F Room E,ShaTin,SHATIN NEW TOWN,BLOCK B1,3,6000000,20/7/2018,13761.47,436ft<sup>2</sup>,78
1349601,LOCWOOD BLOCK 12 2#/F Room G,Tin Shui Wai,Kingswood Villas,BLOCK 12,3,6190000,20/7/2018,8742.94,708ft<sup>2</sup>,266
1349600,TOWER 8 3#/F Room F,Tsuen Wan,Riviera Gardens,TOWER 8,3,6700000,20/7/2018,10601.27,632ft<sup>2</sup>,
1349599,LYNWOOD BLOCK 3 2#/F Room F,Tin Shui Wai,Kingswood Villas,BLOCK 3,3,5688000,20/7/2018,9875,576ft<sup>2</sup>,101
1349598,KWONG NING HOUSEBLOCK F 3#/F Room 3,Tseung Kwan O,Kwong Ming Court,KWONG NING HOUSEBLOCK F,3,5200000,20/7/2018,6549.12,794ft<sup>2</sup>,425
1349597,1#/F Room B2,Tsuen Wan,Chung On Building,,3,2000000,20/7/2018,0,,8
1349596,2/F Room C,Yuen Long,Ho Sing Building,,3,3880000,20/7/2018,9394.67,413ft<sup>2</sup>,63
1349595,TOWER 7 6#/F Room G,Tsuen Wan Sham Tseng,Bellagio,TOWER 7,3,7400000,20/7/2018,10511.36,704ft<sup>2</sup>,173
1349594,BLOCK 9TOWER 9 8/F Room H,Yuen Long,The Parcville,BLOCK 9TOWER 9,3,6360000,20/7/2018,10495.05,606ft<sup>2</sup>,223
1349593,BLOCK C 2#/F Room 1,ShaTin,Greenwood Garden,BLOCK C,3,4220000,20/7/2018,12787.88,330ft<sup>2</sup>,
1349592,G/F,Yuen Long,Full Silver Garden,,3,11720000,20/7/2018,0,,56
1349591,1#/F Room F,Kwai Chung,Hoover Court,,3,3700000,20/7/2018,0,,363
1349590,FULLVIEW COURT 2#/F Room B,Tai Po,Full Scene Garden,FULLVIEW COURT,3,5800000,20/7/2018,0,,256
1349589,BLOCK 1 2#/F Room G,Fan Ling,Flora Plaza,BLOCK 1,3,6900000,20/7/2018,9773.37,706ft<sup>2</sup>,75
1349588,BLOCK A 3#/F Room 2,ShaTin,Garden Rivera,BLOCK A,3,5370000,20/7/2018,13948.05,385ft<sup>2</sup>,76
1349587,TOWER 11 1/F Room B,Tai Po,Mayfair By The Sea,TOWER 11,3,12188000,20/7/2018,0,,38
1349586,BLOCK 3 1#/F Room F,Tai Po,Serenity Park,BLOCK 3,3,5800000,20/7/2018,12083.33,480ft<sup>2</sup>,64
1349698,MAYWOOD BLOCK 3 8/F Room C,Tin Shui Wai,Kingswood Villas,BLOCK 3,3,5200000,20/7/2018,7323.94,710ft<sup>2</sup>,124
1349697,KING MEI WING A 8/F Room 9,Tuen Mun,Shan King Estate,WING A,3,280800,20/7/2018,0,,
1349696,BLOCK 3 6/F Room A,Tsuen Wan,Greenview Court,BLOCK 3,3,7500000,20/7/2018,9566.33,784ft<sup>2</sup>,133
1349695,5#/F Room G,Tsuen Wan,The Panorama,,3,7000000,20/7/2018,7821.23,895ft<sup>2</sup>,138
1349694,KING LAI WING A 1#/F Room 6,Tuen Mun,Shan King Estate,WING A,3,288800,20/7/2018,0,,
1349693,KING LAI WING A 6/F Room 10,Tuen Mun,Shan King Estate,WING A,3,283700,20/7/2018,0,,
1349692,KING LAI WING C 2/F Room 10,Tuen Mun,Shan King Estate,WING C,3,253500,20/7/2018,0,,
1349691,KING LAI WING B 1#/F Room 2,Tuen Mun,Shan King Estate,WING B,3,293000,20/7/2018,0,,
1349690,KING LAI WING A 2#/F Room 6,Tuen Mun,Shan King Estate,WING A,3,297800,20/7/2018,0,,
1349689,KING LAI WING B 1#/F Room 2,Tuen Mun,Shan King Estate,WING B,3,299600,20/7/2018,0,,
1349688,KING LAI WING B 2#/F Room 6,Tuen Mun,Shan King Estate,WING B,3,296300,20/7/2018,0,,
1349687,KING LAI WING B 2#/F Room 12,Tuen Mun,Shan King Estate,WING B,3,310300,20/7/2018,0,,
1349686,TOWER 5 1#/F Room G,Tsuen Wan Sham Tseng,Bellagio,TOWER 5,3,6950000,20/7/2018,10388.64,669ft<sup>2</sup>,632
1349685,KING KWAI 2#/F Room 23,Tuen Mun,Shan King Estate,,3,351400,20/7/2018,0,,
1349684,BLOCK 14 8/F Room B,Kwai Chung,Wonderland Villas,BLOCK 14,3,13770000,20/7/2018,8579.44,1605ft<sup>2</sup>,
1349683,TOWER C 4#/F Room 3,Tsuen Wan,Serenade Cove,TOWER C,3,7900000,20/7/2018,10477.45,754ft<sup>2</sup>,86
1349570,BLOCK 4 6/F Room D,Tai Po,Eightland Gardens,BLOCK 4,3,5730000,19/7/2018,10591.5,541ft<sup>2</sup>,559
1349569,TOWER 5 3#/F Room E,Tseung Kwan O,Ocean Shores,TOWER 5,3,8600000,19/7/2018,12250.71,702ft<sup>2</sup>,251
1349568,LOK HING YUENBLOCK 8 1#/F Room D,Tuen Mun,Chi Lok Fa Yuen,LOK HING YUENBLOCK 8,3,5680000,19/7/2018,9659.86,588ft<sup>2</sup>,209
1349567,BLOCK A 8/F Room 8,ShaTin,Garden Rivera,BLOCK A,3,4000000,19/7/2018,10869.57,368ft<sup>2</sup>,193
1349566,LUNG YUET HOUSEBLOCK A 2#/F Room 5,Ma On Shan,Kam Lung Court,LUNG YUET HOUSEBLOCK A,3,4350000,19/7/2018,6126.76,710ft<sup>2</sup>,326
1349565,KAM LEUNG HOUSEBLOCK A 2#/F Room 5,Ma On Shan,Kam Ying Court,KAM LEUNG HOUSEBLOCK A,3,5170000,19/7/2018,10038.83,515ft<sup>2</sup>,462
1349564,TONG FU HOUSEBLOCK C 1#/F Room 7,Tseung Kwan O,Tong Ming Court,TONG FU HOUSEBLOCK C,3,5880000,19/7/2018,10173.01,578ft<sup>2</sup>,639
1349563,TOWER 3 1#/F Room F,Yuen Long,The Spectra,TOWER 3,3,13248000,19/7/2018,0,,
1349562,5/F Room D,Tuen Mun,Orchid Court,,3,4000000,19/7/2018,7547.17,530ft<sup>2</sup>,11
1349561,7/F Room B,Tai Wai,Glamour Garden,,3,6450000,19/7/2018,13930.89,463ft<sup>2</sup>,63
1349560,THE WINGS IIIA TOWER 1A 1#/F Room A,Tseung Kwan O,The Wings,TOWER 1A,3,12180000,19/7/2018,0,,44
1349559,BLOCK 6 1#/F Room E,Tung Chung,Tung Chung Crescent,BLOCK 6,170,7550000,19/7/2018,10428.18,724ft<sup>2</sup>,96
1349558,BLOCK 1 2#/F Room C,Tuen Mun Sham Tseng ,Hong Kong Gold Coast,BLOCK 1,3,6300000,19/7/2018,10327.87,610ft<sup>2</sup>,271
1349557,CRYSTAL COURT 6/F Room E,Discovery Bay,Discovery Bay,CRYSTAL COURT,170,4000000,19/7/2018,9259.26,432ft<sup>2</sup>,48
1349556,BLOCK 2 2#/F Room A,Ma On Shan,Villa Athena,BLOCK 2,3,22600000,19/7/2018,12951.29,1745ft<sup>2</sup>,127
1349555,TOWER C 1#/F Room 4,Tsuen Wan,Tsuen Wan Garden,TOWER C,3,5870000,19/7/2018,13494.25,435ft<sup>2</sup>,104
1349554,PHASE 2 TOWER 8 1#/F Room A,Tuen Mun,Tai Hing Gardens,TOWER 8,3,5280000,19/7/2018,9869.16,535ft<sup>2</sup>,89
1349553,KING MEI WING C 5/F Room 4,Tuen Mun,Shan King Estate,WING C,3,1280000,19/7/2018,0,,834
1349552,TOWER 3 7/F Room H,Tuen Mun,Century Gateway,TOWER 3,3,12200000,19/7/2018,13616.07,896ft<sup>2</sup>,61
1349551,TOWER 3 3#/F Room C,Tsuen Wan Sham Tseng,Bellagio,TOWER 3,3,13038000,19/7/2018,10793.05,1208ft<sup>2</sup>,79
1349550,BLOCK 4 2/F Room B,Tuen Mun,Kam Fai Garden,BLOCK 4,3,5350000,19/7/2018,7742.4,691ft<sup>2</sup>,494
1349549,TOWER 1 1#/F Room 1,Tuen Mun,Goodview Garden,TOWER 1,3,4648000,19/7/2018,10398.21,447ft<sup>2</sup>,42
1349548,TOWER 1 1#/F Room G,Tin Shui Wai,Central Park Towers,TOWER 1,3,6370000,19/7/2018,9680.85,658ft<sup>2</sup>,146
1349547,PARK VISTA 1A TOWER 10B 1/F Room B,Yuen Long,Park Yoho,TOWER 10B,3,9670000,19/7/2018,0,,
1349546,BLOCK 3 2/F Room B,Tuen Mun Sham Tseng ,Hong Kong Gold Coast,BLOCK 3,3,5920000,19/7/2018,8021.68,738ft<sup>2</sup>,53
1349545,TOWER 2 7/F Room F,Ma On Shan,Vista Paradiso,TOWER 2,3,9600000,19/7/2018,10750.28,893ft<sup>2</sup>,178
1349544,9/F Room A,Tai Wai,Glamour Garden,,3,6450000,19/7/2018,13056.68,494ft<sup>2</sup>,41
1349543,KAM CHI HOUSEBLOCK D 1#/F Room 1,Ma On Shan,Kam Ying Court,KAM CHI HOUSEBLOCK D,3,4870000,19/7/2018,9456.31,515ft<sup>2</sup>,
1349542,YAN LAI HOUSEBLOCK B 1#/F Room 10,Fan Ling,Yan Shing Court,YAN LAI HOUSEBLOCK B,3,3118000,19/7/2018,6054.37,515ft<sup>2</sup>,467
1349541,BLOCK A 3#/F Room 7,Fan Ling,Cheong Shing Court,BLOCK A,3,3950000,19/7/2018,5895.52,670ft<sup>2</sup>,231
1349540,THE CAPITOL TOWER 1 2#/F Room RA,Tseung Kwan O,Lohas Park,TOWER 1,3,9250000,19/7/2018,9675.73,956ft<sup>2</sup>,72
1349539,BLOCK 1 1#/F Room E,Tuen Mun,Nerine Cove,BLOCK 1,3,6000000,19/7/2018,8356.55,718ft<sup>2</sup>,246
1349538,STAGE 1 AVON GARDENBLOCK 2 1#/F Room F,ShaTin,ShatinPark,AVON GARDENBLOCK 2,3,4730000,19/7/2018,10873.56,435ft<sup>2</sup>,
1349537,PHASE III TOWER 1 6/F Room NB,Tai Wai,Festival City,TOWER 1,3,14200000,19/7/2018,13786.41,1030ft<sup>2</sup>,96
1349536,BLOCK 5 4#/F Room E,Tung Chung,Coastal Skyline,BLOCK 5,170,7420000,19/7/2018,11450.62,648ft<sup>2</sup>,216
1349535,BLOCK C 3#/F Room 1,Fan Ling,King Shing Court,BLOCK C,3,6400000,19/7/2018,7297.61,877ft<sup>2</sup>,521
1349534,9/F Room E,Yuen Long,On Ga Building,,3,4330000,19/7/2018,0,,189
1349533,COURT D TOWER 1 2#/F Room F,ShaTin,Dragons Range,TOWER 1,3,10550000,19/7/2018,0,,26
1349532,TOWER 8 1#/F Room F,Tsuen Wan Sham Tseng,Bellagio,TOWER 8,3,6450000,19/7/2018,9174.96,703ft<sup>2</sup>,368
1349531,PHASE 1 TOWER 3B 1#/F Room 10,Tung Chung,Century Link,TOWER 3B,170,6000000,19/7/2018,0,,50
1349530,TOWER 1 1#/F Room C,Yuen Long,Covent Garden,TOWER 1,3,2500000,19/7/2018,3581.66,698ft<sup>2</sup>,56
1349529,BLOCK 13TOWER 13 1/F Room A,Yuen Long,The Parcville,BLOCK 13TOWER 13,3,6238000,19/7/2018,10243.02,609ft<sup>2</sup>,73
1349528,LYNWOOD BLOCK 9 2#/F Room F,Tin Shui Wai,Kingswood Villas,BLOCK 9,3,5680000,19/7/2018,9861.11,576ft<sup>2</sup>,449
1349527,TWILIGHT COURT 6/F Room H,Discovery Bay,Discovery Bay,TWILIGHT COURT,170,5420000,19/7/2018,8150.38,665ft<sup>2</sup>,
1349526,TOWER 8 1#/F Room E,Tin Shui Wai,Central Park Towers,TOWER 8,3,6280000,19/7/2018,9429.43,666ft<sup>2</sup>,72
1349525,TOWER 11 7/F Room B,Yuen Long,The Reach,TOWER 11,3,6100000,19/7/2018,10200.67,598ft<sup>2</sup>,57
1349524,1#/F Room B,Tuen Mun,Man Shing Building,,3,4800000,19/7/2018,0,,
1349523,ESTORIL HEIGHTSBLOCK E 1#/F Room B,ShaTin,Belair Gardens,ESTORIL HEIGHTSBLOCK E,3,9100000,19/7/2018,9891.3,920ft<sup>2</sup>,49
1349522,LE PRESTIGE TOWER 2 6#/F Room RD,Tseung Kwan O,Lohas Park,TOWER 2,3,12300000,19/7/2018,9476.12,1298ft<sup>2</sup>,120
1349521,FLOOR SKY ONE 2/F Room B09,ShaTin,Peak One,,3,6280000,19/7/2018,16061.38,391ft<sup>2</sup>,124
1349520,TOWER 3 3#/F Room G,Tsuen Wan Sham Tseng,Bellagio,TOWER 3,3,7500000,19/7/2018,11210.76,669ft<sup>2</sup>,104
1349519,BLOCK 1 2#/F Room F,Yuen Long,Emerald Green,BLOCK 1,3,7000000,19/7/2018,9234.83,758ft<sup>2</sup>,183
1349518,TOWER 1 1#/F Room F,Yuen Long,Residence 88,TOWER 1,3,6680000,19/7/2018,11170.57,598ft<sup>2</sup>,49
1349517,BLOCK D 1#/F Room 5,Tsuen Wan,Luk Yeung Sun Chuen,BLOCK D,3,7700000,19/7/2018,11475.41,671ft<sup>2</sup>,
1349516,BLOCK 5 3/F Room K,Ma On Shan,Chevalier Garden,BLOCK 5,3,5190000,19/7/2018,10527.38,493ft<sup>2</sup>,446
1349515,TOWER A 3#/F Room 9,Tsuen Wan,Serenade Cove,TOWER A,3,6300000,19/7/2018,10696.1,589ft<sup>2</sup>,190
1349514,TOWER 2 5#/F Room C,Tsuen Wan,Primrose hill,TOWER 2,3,8280000,19/7/2018,11794.87,702ft<sup>2</sup>,31
1349513,TOWER 9 1/F Room H,Tseung Kwan O,Ocean Shores,TOWER 9,3,7900000,19/7/2018,11566.62,683ft<sup>2</sup>,197
1349512,TSUN WU HOUSEBLOCK H 1#/F Room 4,Sheung Shui,Yuk Po Court,TSUN WU HOUSEBLOCK H,3,5250000,19/7/2018,7754.8,677ft<sup>2</sup>,50
1349511,TOWER 5 1#/F Room F,Tung Chung,The Visionary,TOWER 5,170,7800000,19/7/2018,0,,61
1349510,TOWER 21 8/F Room A,Tai Po,Mayfair By The Sea,TOWER 21,3,21150000,19/7/2018,0,,48
1349509,PHASE 3 TOWER 21 1#/F Room G,Tai Po,Tai Po Centre,TOWER 21,3,5568000,19/7/2018,12918.79,431ft<sup>2</sup>,345
1349508,TOWER 6 2/F Room E,Tai Po,Mont Vert,TOWER 6,3,8030000,19/7/2018,0,,45
1349507,HING WAN HOUSEBLOCK D 2#/F Room 10,Fotan,Sui Wo Court,HING WAN HOUSEBLOCK D,3,4750000,19/7/2018,10149.57,468ft<sup>2</sup>,
1349506,LE PRIME OF LE PRESTIGE TOWER 6 7#/F Room RD,Tseung Kwan O,Lohas Park,TOWER 6,3,12000000,19/7/2018,9139.38,1313ft<sup>2</sup>,101
1349505,PHASE 3 TOWER 20 1#/F Room F,Tai Po,Tai Po Centre,TOWER 20,3,5780000,19/7/2018,13410.67,431ft<sup>2</sup>,51
1349504,TOWER 3 1#/F Room B,Tai Po,UpTown Plaza,TOWER 3,3,6700000,19/7/2018,11185.31,599ft<sup>2</sup>,
1349503,BLOCK 1 1#/F Room B,Tsing Yi,Villa Esplanada,BLOCK 1,3,12380000,19/7/2018,15079.17,821ft<sup>2</sup>,217
1349502,TOWER 1 3/F Room G,Yuen Long,Park Nara,TOWER 1,3,6350000,19/7/2018,9577.68,663ft<sup>2</sup>,104
1349501,TOWER 2 2#/F Room G,Yuen Long,Residence 88,TOWER 2,3,7028000,19/7/2018,10845.68,648ft<sup>2</sup>,41
1349500,SUN NING BUILDINGBLOCK G 2/F Room G,ShaTin,Shatin Centre,SUN NING BUILDINGBLOCK G,3,5780000,19/7/2018,14271.6,405ft<sup>2</sup>,83
1349499,MAYWOOD BLOCK 8 2#/F Room C,Tin Shui Wai,Kingswood Villas,BLOCK 8,3,6350000,19/7/2018,8943.66,710ft<sup>2</sup>,535
1349498,4/F Room H,Yuen Long,Healey Building,,3,3600000,19/7/2018,10876.13,331ft<sup>2</sup>,
1349497,YIN MING HOUSEBLOCK C 1#/F Room 8,Tseung Kwan O,Chung Ming Court,YIN MING HOUSEBLOCK C,3,4000000,19/7/2018,7766.99,515ft<sup>2</sup>,326
1349496,BLOCK D2 4/F Room B,ShaTin,SHATIN NEW TOWN,BLOCK D2,3,6500000,19/7/2018,12670.57,513ft<sup>2</sup>,91
1349495,BLOCK K 3#/F Room 2,Ma On Shan,Sunshine City,BLOCK K,3,6750000,19/7/2018,14547.41,464ft<sup>2</sup>,347
1349494,DOMUS G/F Room 37,Yuen Long,Domus,,3,4520000,19/7/2018,0,,25
1349493,BLOCK 4 2#/F Room C,Tuen Mun,Lung Mun Oasis,BLOCK 4,3,4160000,19/7/2018,7222.22,576ft<sup>2</sup>,138
1349492,BLOCK A 1#/F Room 7,ShaTin,Greenwood Garden,BLOCK A,3,4000000,19/7/2018,9501.19,421ft<sup>2</sup>,1
1349491,BLOCK 4 1#/F Room D,Tuen Mun,Marina Garden,BLOCK 4,3,6080000,19/7/2018,9240.12,658ft<sup>2</sup>,38
1349490,YAT SANG HOUSEBLOCK B 3/F Room 17,Tuen Mun,Siu Hin Court,YAT SANG HOUSEBLOCK B,3,4488000,19/7/2018,9048.39,496ft<sup>2</sup>,78
1349489,BLOCK B 2#/F Room 24,Tai Po,Po Nga Court,BLOCK B,3,6050000,19/7/2018,9482.76,638ft<sup>2</sup>,
1349488,BLOCK 14CHENGTU HOUSE 1#/F Room H,Tsuen Wan,Tsuen Wan Centre,BLOCK 14CHENGTU HOUSE,3,5000000,19/7/2018,12376.24,404ft<sup>2</sup>,165
1349487,WAH WOON HOUSEBLOCK A 1#/F Room 15,Tsing Yi,Ching Wah Court,WAH WOON HOUSEBLOCK A,3,4650000,19/7/2018,8288.77,561ft<sup>2</sup>,
1349486,TOWER 1 1#/F Room B,Yuen Long,The Reach,TOWER 1,3,6280000,19/7/2018,11274.69,557ft<sup>2</sup>,60
1349485,GREENDALE COURT 3/F Room F,Discovery Bay,Discovery Bay,GREENDALE COURT,170,4800000,19/7/2018,9005.63,533ft<sup>2</sup>,52
1349484,BLOCK 6 7/F Room 22,Sheung Shui,Tin Ping Estate,BLOCK 6,3,3800000,19/7/2018,0,,2216
1349483,PHASE 2 TOWER 1B 3#/F Room 9,Tung Chung,Century Link,TOWER 1B,170,7600000,19/7/2018,0,,29
1349585,BLOCK P 6/F Room 1,Ma On Shan,Sunshine City,BLOCK P,3,5800000,19/7/2018,11530.82,503ft<sup>2</sup>,66
1349584,KAI NING BUILDINGBLOCK C 5/F Room A,ShaTin,Shatin Centre,KAI NING BUILDINGBLOCK C,3,6350000,19/7/2018,12524.65,507ft<sup>2</sup>,53
1349583,TOWER 3A 5#/F Room C,Tsing Yi,Tierra Verde,TOWER 3A,3,20800000,19/7/2018,17657.05,1178ft<sup>2</sup>,72
1349582,STAGE 1 ESCORT GARDENBLOCK 1 1/F Room H,ShaTin,ShatinPark,ESCORT GARDENBLOCK 1,3,4300000,19/7/2018,8884.3,484ft<sup>2</sup>,467
1349581,BLOCK 20 1#/F Room A,Kwai Chung,Wonderland Villas,BLOCK 20,3,6000000,19/7/2018,8185.54,733ft<sup>2</sup>,95
1349580,TOWER B1TOWER WEST 1#/F Room E,Tsuen Wan,Chelsea Court,TOWER B1TOWER WEST,3,7190000,19/7/2018,11729.2,613ft<sup>2</sup>,137
1349579,TOWER 2 1#/F Room A,Yuen Long,One Regent Place,TOWER 2,3,6000000,19/7/2018,9146.34,656ft<sup>2</sup>,63
1349578,TOWER 7 8/F Room D,Yuen Long,The Reach,TOWER 7,3,4850000,19/7/2018,9719.44,499ft<sup>2</sup>,45
1349577,BLOCK 13 1#/F Room G,Tuen Mun,The Sherwood,BLOCK 13,3,5130000,19/7/2018,8564.27,599ft<sup>2</sup>,71
1349576,CHOI YING HOUSEBLOCK A 3/F Room 6,Sheung Shui,Choi Po Court,CHOI YING HOUSEBLOCK A,3,4000000,19/7/2018,7619.05,525ft<sup>2</sup>,23
1349575,TOWER 1 2#/F Room D,Yuen Long,Residence 88,TOWER 1,3,6400000,19/7/2018,8050.31,795ft<sup>2</sup>,4
1349574,TOWER 3 2#/F Room G,Tin Shui Wai,Central Park Towers,TOWER 3,3,4000000,19/7/2018,6006.01,666ft<sup>2</sup>,58
1349573,BLOCK 6 1#/F Room D,Tung Chung,Tung Chung Crescent,BLOCK 6,170,7050000,19/7/2018,9737.57,724ft<sup>2</sup>,135
1349572,1#/F Room 3,Yuen Long,Wing Hing Building,,3,3750000,19/7/2018,0,,68
1349571,ISLAND VIEW 5/F Room C,Discovery Bay,Discovery Bay,ISLAND VIEW,170,12150000,19/7/2018,10008.24,1214ft<sup>2</sup>,111
1349466,SIU WAH HOUSEBLOCK I 5/F Room 7,Tuen Mun,Siu Hong Court,SIU WAH HOUSEBLOCK I,3,4980000,18/7/2018,9120.88,546ft<sup>2</sup>,76
1349465,LYNWOOD BLOCK 6 2/F Room C,Tin Shui Wai,Kingswood Villas,BLOCK 6,3,6000000,18/7/2018,8462.62,709ft<sup>2</sup>,223
1349464,BLOCK 1 G/F Room A3,Yuen Long,Parkview Garden,BLOCK 1,3,2000000,18/7/2018,0,,129
1349463,PHASE 1 TOWER 1 1#/F Room E,Tuen Mun,Tai Hing Gardens,TOWER 1,3,5350000,18/7/2018,9834.56,544ft<sup>2</sup>,60
1349462,BLOCK 2 1#/F Room A,Tsuen Wan,Greenview Court,BLOCK 2,3,8200000,18/7/2018,10459.18,784ft<sup>2</sup>,69
1349461,BLOCK 9 1#/F Room D,Tsuen Wan Sham Tseng,Sea Crest Villa,BLOCK 9,3,6430000,18/7/2018,10734.56,599ft<sup>2</sup>,101
1349460,TOWER 3 8/F Room B,Tseung Kwan O,Corinthia by the Sea,TOWER 3,3,6000000,18/7/2018,0,,57
1349459,8/F Room A2,Sai Kung,Sai Kung Building,,3,5400000,18/7/2018,9764.92,553ft<sup>2</sup>,
1349458,TOWER 3 7/F Room E,Yuen Long,Yuccie Square,TOWER 3,3,6300000,18/7/2018,0,,21
1349457,6/F Room H,Yuen Long,Healey Building,,3,3450000,18/7/2018,10422.96,331ft<sup>2</sup>,42
1349456,TOWER 5 6/F Room B,Tseung Kwan O,The Beaumount,TOWER 5,3,6960000,18/7/2018,10593.61,657ft<sup>2</sup>,203
1349455,BLOCK 4 1#/F Room C,Tuen Mun Sham Tseng ,Hong Kong Gold Coast,BLOCK 4,3,6050000,18/7/2018,9918.03,610ft<sup>2</sup>,75
1349454,TOWER 2 2#/F Room A,Tuen Mun Sham Tseng ,Aegean Coast,TOWER 2,3,9400000,18/7/2018,9761.16,963ft<sup>2</sup>,76
1349453,SHING CHEUNG HOUSEBLOCK C 8/F Room 2,ShaTin,Yue Shing Court,SHING CHEUNG HOUSEBLOCK C,3,7200000,18/7/2018,10682.49,674ft<sup>2</sup>,36
1349452,GREENBELT COURT 5/F Room H,Discovery Bay,Discovery Bay,GREENBELT COURT,170,5700000,18/7/2018,7345.36,776ft<sup>2</sup>,46
1349451,GREENBELT COURT 5/F Room G,Discovery Bay,Discovery Bay,GREENBELT COURT,170,6000000,18/7/2018,6912.44,868ft<sup>2</sup>,29
1349450,BLOCK 1KWANGCHOW HOUSE 7/F Room G,Tsuen Wan,Tsuen Wan Centre,BLOCK 1KWANGCHOW HOUSE,3,4820000,18/7/2018,10593.41,455ft<sup>2</sup>,39
1349449,BLOCK 39 3#/F Room H,ShaTin,City One Shatin,BLOCK 39,3,6180000,18/7/2018,15073.17,410ft<sup>2</sup>,56
1349448,TOWER 2 2#/F Room A,Tseung Kwan O,Metro City,TOWER 2,3,7200000,18/7/2018,12182.74,591ft<sup>2</sup>,230
1349447,(LOW-RISE) 1 8/F Room F,Tung Chung,Coastal Skyline,(LOW-RISE) 1,170,8500000,18/7/2018,11854.95,717ft<sup>2</sup>,42
1349446,LOK HEI HOUSEBLOCK E 2#/F Room 3,Tuen Mun,Siu Hei Court,LOK HEI HOUSEBLOCK E,3,5000000,18/7/2018,8818.34,567ft<sup>2</sup>,
